Image1,Image2,Similarity
subject01_centerlight.gif,subject15_surprised.gif,0.22916303420352507
subject01_centerlight.gif,subject15_wink.gif,0.23386719017702298
subject01_glasses.gif,subject01_happy.gif,0.27433749900882404
subject01_glasses.gif,subject01_leftlight.gif,0.24608126202410335
subject01_glasses.gif,subject01_noglasses.gif,0.25659809420069324
subject01_glasses.gif,subject01_normal.gif,0.2822998051124918
subject01_glasses.gif,subject01_rightlight.gif,0.24012137199827455
subject01_glasses.gif,subject01_sad.gif,0.26921732524497555
subject01_glasses.gif,subject01_sleepy.gif,0.27471333607061743
subject01_glasses.gif,subject01_surprised.gif,0.26510875813686896
subject01_glasses.gif,subject01_wink.gif,0.24224726482767778
subject01_glasses.gif,subject02_centerlight.gif,0.24683389625454946
subject01_glasses.gif,subject02_glasses.gif,0.23617304957260746
subject01_glasses.gif,subject02_happy.gif,0.24713800675333292
subject01_glasses.gif,subject02_leftlight.gif,0.24643897449219185
subject01_glasses.gif,subject02_noglasses.gif,0.2362676629962057
subject01_glasses.gif,subject02_normal.gif,0.2362676629962057
subject01_glasses.gif,subject02_rightlight.gif,0.23566121481035962
subject01_glasses.gif,subject02_sad.gif,0.2478397029379917
subject01_glasses.gif,subject02_sleepy.gif,0.24425502237032826
subject01_glasses.gif,subject02_surprised.gif,0.24536780976350128
subject01_glasses.gif,subject02_wink.gif,0.22948595484996537
subject01_glasses.gif,subject03_centerlight.gif,0.24372995046315918
subject01_glasses.gif,subject03_glasses.gif,0.24183464840164695
subject01_glasses.gif,subject03_happy.gif,0.23792064578973626
subject01_glasses.gif,subject03_leftlight.gif,0.25070948612435473
subject01_glasses.gif,subject03_noglasses.gif,0.2636430959911019
subject01_glasses.gif,subject03_normal.gif,0.2636430959911019
subject01_glasses.gif,subject03_rightlight.gif,0.2512241718010705
subject01_glasses.gif,subject03_sad.gif,0.23613658386876618
subject01_glasses.gif,subject03_sleepy.gif,0.24216607346015606
subject01_glasses.gif,subject03_surprised.gif,0.23905570101185017
subject01_glasses.gif,subject03_wink.gif,0.2561694799051186
subject01_glasses.gif,subject04_centerlight.gif,0.2570081554940899
subject01_glasses.gif,subject04_glasses.gif,0.2527162151318764
subject01_glasses.gif,subject04_happy.gif,0.24038367822489978
subject01_glasses.gif,subject04_leftlight.gif,0.2343688411735148
subject01_glasses.gif,subject04_noglasses.gif,0.24718786935561124
subject01_glasses.gif,subject04_normal.gif,0.2519302437123394
subject01_glasses.gif,subject04_rightlight.gif,0.24511125788445431
subject01_glasses.gif,subject04_sad.gif,0.2519302437123394
subject01_glasses.gif,subject04_sleepy.gif,0.24334006581754752
subject01_glasses.gif,subject04_surprised.gif,0.25067550872303873
subject01_glasses.gif,subject04_wink.gif,0.23841326071408528
subject01_glasses.gif,subject05_centerlight.gif,0.24778929669000288
subject01_glasses.gif,subject05_glasses.gif,0.24956288414740868
subject01_glasses.gif,subject05_happy.gif,0.25451276193419253
subject01_glasses.gif,subject05_leftlight.gif,0.23942304658780478
subject01_glasses.gif,subject05_noglasses.gif,0.2464228288180066
subject01_glasses.gif,subject05_normal.gif,0.2491908280959459
subject01_glasses.gif,subject05_rightlight.gif,0.22786370782174287
subject01_glasses.gif,subject05_sad.gif,0.25059988543327427
subject01_glasses.gif,subject05_sleepy.gif,0.2397995585474344
subject01_glasses.gif,subject05_surprised.gif,0.25676690892450366
subject01_glasses.gif,subject05_wink.gif,0.2508465532624832
subject01_glasses.gif,subject06_centerlight.gif,0.2505423551415614
subject01_glasses.gif,subject06_glasses.gif,0.2326161052770055
subject01_glasses.gif,subject06_happy.gif,0.24632145824804666
subject01_glasses.gif,subject06_leftlight.gif,0.2372664968859118
subject01_glasses.gif,subject06_noglasses.gif,0.24858323974181748
subject01_glasses.gif,subject06_normal.gif,0.24858323974181748
subject01_glasses.gif,subject06_rightlight.gif,0.2514906450792149
subject01_glasses.gif,subject06_sad.gif,0.249326494624134
subject01_glasses.gif,subject06_sleepy.gif,0.2405483635080391
subject01_glasses.gif,subject06_surprised.gif,0.2521703163982984
subject01_glasses.gif,subject06_wink.gif,0.2346772140720255
subject01_glasses.gif,subject07_centerlight.gif,0.25751000359168874
subject01_glasses.gif,subject07_glasses.gif,0.23900204119525162
subject01_glasses.gif,subject07_happy.gif,0.2342801417356198
subject01_glasses.gif,subject07_leftlight.gif,0.25226470155253095
subject01_glasses.gif,subject07_noglasses.gif,0.24109776669579427
subject01_glasses.gif,subject07_normal.gif,0.24109776669579427
subject01_glasses.gif,subject07_rightlight.gif,0.2507856621771038
subject01_glasses.gif,subject07_sad.gif,0.2378046432863649
subject01_glasses.gif,subject07_sleepy.gif,0.24621268498155688
subject01_glasses.gif,subject07_surprised.gif,0.2483866798933579
subject01_glasses.gif,subject07_wink.gif,0.2434900259835653
subject01_glasses.gif,subject08_centerlight.gif,0.2390092563473131
subject01_glasses.gif,subject08_glasses.gif,0.23910712189175332
subject01_glasses.gif,subject08_happy.gif,0.2402164124813369
subject01_glasses.gif,subject08_leftlight.gif,0.2399739553776351
subject01_glasses.gif,subject08_noglasses.gif,0.22440438059334644
subject01_glasses.gif,subject08_normal.gif,0.23910712189175332
subject01_glasses.gif,subject08_rightlight.gif,0.23238308555014042
subject01_glasses.gif,subject08_sad.gif,0.22877968370646018
subject01_glasses.gif,subject08_sleepy.gif,0.23070940332543222
subject01_glasses.gif,subject08_surprised.gif,0.22753768639332217
subject01_glasses.gif,subject08_wink.gif,0.22870843021691395
subject01_glasses.gif,subject09_centerlight.gif,0.2636047006030407
subject01_glasses.gif,subject09_glasses.gif,0.2397775956646523
subject01_glasses.gif,subject09_happy.gif,0.24943623324520203
subject01_glasses.gif,subject09_leftlight.gif,0.2473269128678667
subject01_glasses.gif,subject09_noglasses.gif,0.23881421003032466
subject01_glasses.gif,subject09_normal.gif,0.23881421003032466
subject01_glasses.gif,subject09_rightlight.gif,0.23983186429389566
subject01_glasses.gif,subject09_sad.gif,0.23863118818247162
subject01_glasses.gif,subject09_sleepy.gif,0.22538733496079477
subject01_glasses.gif,subject09_surprised.gif,0.2436288692311773
subject01_glasses.gif,subject09_wink.gif,0.2490475779758588
subject01_glasses.gif,subject10_centerlight.gif,0.2446983480141117
subject01_glasses.gif,subject10_glasses.gif,0.24466181205273987
subject01_glasses.gif,subject10_happy.gif,0.22731525254035723
subject01_glasses.gif,subject10_leftlight.gif,0.2291988129703102
subject01_glasses.gif,subject10_noglasses.gif,0.2452295954514408
subject01_glasses.gif,subject10_normal.gif,0.24969625714378094
subject01_glasses.gif,subject10_rightlight.gif,0.24130698455737437
subject01_glasses.gif,subject10_sad.gif,0.24976898562536667
subject01_glasses.gif,subject10_sleepy.gif,0.2535757181184778
subject01_glasses.gif,subject10_surprised.gif,0.23704575848154547
subject01_glasses.gif,subject10_wink.gif,0.24746103299445685
subject01_glasses.gif,subject11_centerlight.gif,0.23849467658145942
subject01_glasses.gif,subject11_glasses.gif,0.24101578913352048
subject01_glasses.gif,subject11_happy.gif,0.25179007083478394
subject01_glasses.gif,subject11_leftlight.gif,0.2384535331357685
subject01_glasses.gif,subject11_noglasses.gif,0.2402704906815132
subject01_glasses.gif,subject11_normal.gif,0.25145913301473877
subject01_glasses.gif,subject11_rightlight.gif,0.2411862602511379
subject01_glasses.gif,subject11_sad.gif,0.24127951286308416
subject01_glasses.gif,subject11_sleepy.gif,0.235020842133937
subject01_glasses.gif,subject11_surprised.gif,0.23903070855891126
subject01_glasses.gif,subject11_wink.gif,0.23785365099791758
subject01_glasses.gif,subject12_centerlight.gif,0.2588227985814774
subject01_glasses.gif,subject12_glasses.gif,0.24761328942868055
subject01_glasses.gif,subject12_happy.gif,0.23067236672057342
subject01_glasses.gif,subject12_leftlight.gif,0.2452809547987932
subject01_glasses.gif,subject12_noglasses.gif,0.2442912862997888
subject01_glasses.gif,subject12_normal.gif,0.2442912862997888
subject01_glasses.gif,subject12_rightlight.gif,0.2590775863803641
subject01_glasses.gif,subject12_sad.gif,0.2371549590099381
subject01_glasses.gif,subject12_sleepy.gif,0.23820818254081114
subject01_glasses.gif,subject12_surprised.gif,0.24300805519910762
subject01_glasses.gif,subject12_wink.gif,0.2441677651394799
subject01_glasses.gif,subject13_centerlight.gif,0.23987029770839302
subject01_glasses.gif,subject13_glasses.gif,0.24075834298503374
subject01_glasses.gif,subject13_happy.gif,0.23223764129708455
subject01_glasses.gif,subject13_leftlight.gif,0.2574184307764584
subject01_glasses.gif,subject13_noglasses.gif,0.2462610889985619
subject01_glasses.gif,subject13_normal.gif,0.2553358388604014
subject01_glasses.gif,subject13_rightlight.gif,0.24307962350077686
subject01_glasses.gif,subject13_sad.gif,0.24843399464666593
subject01_glasses.gif,subject13_sleepy.gif,0.23860839877385456
subject01_glasses.gif,subject13_surprised.gif,0.24717169899881122
subject01_glasses.gif,subject13_wink.gif,0.25698300079350056
subject01_glasses.gif,subject14_centerlight.gif,0.2558924205131505
subject01_glasses.gif,subject14_glasses.gif,0.23529621478820417
subject01_glasses.gif,subject14_happy.gif,0.2438444967070216
subject01_glasses.gif,subject14_leftlight.gif,0.24689394791851058
subject01_glasses.gif,subject14_noglasses.gif,0.24286277826149957
subject01_glasses.gif,subject14_normal.gif,0.24286277826149957
subject01_glasses.gif,subject14_rightlight.gif,0.23282453016210677
subject01_glasses.gif,subject14_sad.gif,0.23845016596194357
subject01_glasses.gif,subject14_sleepy.gif,0.24186762632782824
subject01_glasses.gif,subject14_surprised.gif,0.2475323673044037
subject01_glasses.gif,subject14_wink.gif,0.2506498709769279
subject01_glasses.gif,subject15_centerlight.gif,0.24494214061260916
subject01_glasses.gif,subject15_glasses.gif,0.24541743665963808
subject01_glasses.gif,subject15_happy.gif,0.23689271445197338
subject01_glasses.gif,subject15_leftlight.gif,0.24398321747839327
subject01_glasses.gif,subject15_noglasses.gif,0.24325663316735469
subject01_glasses.gif,subject15_normal.gif,0.24472502319070247
subject01_glasses.gif,subject15_rightlight.gif,0.24483955497485177
subject01_glasses.gif,subject15_sad.gif,0.24244500429201293
subject01_glasses.gif,subject15_sleepy.gif,0.257726729188699
subject01_glasses.gif,subject15_surprised.gif,0.24292751585257574
subject01_glasses.gif,subject15_wink.gif,0.23794505158643126
subject01_happy.gif,subject01_leftlight.gif,0.2638121251656849
subject01_happy.gif,subject01_noglasses.gif,0.2562350369974976
subject01_happy.gif,subject01_normal.gif,0.2727864116601057
subject01_happy.gif,subject01_rightlight.gif,0.24583912613869935
subject01_happy.gif,subject01_sad.gif,0.2659065277891179
subject01_happy.gif,subject01_sleepy.gif,0.3144022482652064
subject01_happy.gif,subject01_surprised.gif,0.2672006846862661
subject01_happy.gif,subject01_wink.gif,0.26397471759297425
subject01_happy.gif,subject02_centerlight.gif,0.2543345001819817
subject01_happy.gif,subject02_glasses.gif,0.2412592859024318
subject01_happy.gif,subject02_happy.gif,0.25101099239310104
subject01_happy.gif,subject02_leftlight.gif,0.2461226871648716
subject01_happy.gif,subject02_noglasses.gif,0.23979436170522578
subject01_happy.gif,subject02_normal.gif,0.23979436170522578
subject01_happy.gif,subject02_rightlight.gif,0.24194299667587707
subject01_happy.gif,subject02_sad.gif,0.25134984018744994
subject01_happy.gif,subject02_sleepy.gif,0.24172720895270758
subject01_happy.gif,subject02_surprised.gif,0.25066974799261005
subject01_happy.gif,subject02_wink.gif,0.2363382260152202
subject01_happy.gif,subject03_centerlight.gif,0.2508840353316185
subject01_happy.gif,subject03_glasses.gif,0.23721652099627777
subject01_happy.gif,subject03_happy.gif,0.253435830596485
subject01_happy.gif,subject03_leftlight.gif,0.2544555522828706
subject01_happy.gif,subject03_noglasses.gif,0.27274719058289776
subject01_happy.gif,subject03_normal.gif,0.27274719058289776
subject01_happy.gif,subject03_rightlight.gif,0.25438669239944633
subject01_happy.gif,subject03_sad.gif,0.23896941731741364
subject01_happy.gif,subject03_sleepy.gif,0.24121061166962587
subject01_happy.gif,subject03_surprised.gif,0.24674971547424152
subject01_happy.gif,subject03_wink.gif,0.2510041445636566
subject01_happy.gif,subject04_centerlight.gif,0.2609445738930789
subject01_happy.gif,subject04_glasses.gif,0.24671882287817518
subject01_happy.gif,subject04_happy.gif,0.24886075214544062
subject01_happy.gif,subject04_leftlight.gif,0.23805032505381854
subject01_happy.gif,subject04_noglasses.gif,0.24460890269421234
subject01_happy.gif,subject04_normal.gif,0.2500776027392205
subject01_happy.gif,subject04_rightlight.gif,0.23642420142355836
subject01_happy.gif,subject04_sad.gif,0.2500776027392205
subject01_happy.gif,subject04_sleepy.gif,0.2501061459543927
subject01_happy.gif,subject04_surprised.gif,0.2529288048497359
subject01_happy.gif,subject04_wink.gif,0.24471687394627137
subject01_happy.gif,subject05_centerlight.gif,0.2549169307201283
subject01_happy.gif,subject05_glasses.gif,0.25396382754252844
subject01_happy.gif,subject05_happy.gif,0.26182339615251793
subject01_happy.gif,subject05_leftlight.gif,0.24074561499407882
subject01_happy.gif,subject05_noglasses.gif,0.25737104988187565
subject01_happy.gif,subject05_normal.gif,0.2565986558204347
subject01_happy.gif,subject05_rightlight.gif,0.23256207406727103
subject01_happy.gif,subject05_sad.gif,0.25031238630082625
subject01_happy.gif,subject05_sleepy.gif,0.2474777289947294
subject01_happy.gif,subject05_surprised.gif,0.2599793362340468
subject01_happy.gif,subject05_wink.gif,0.25422160105082
subject01_happy.gif,subject06_centerlight.gif,0.2462778803679943
subject01_happy.gif,subject06_glasses.gif,0.24228862030159518
subject01_happy.gif,subject06_happy.gif,0.2501181802249677
subject01_happy.gif,subject06_leftlight.gif,0.2428091746879078
subject01_happy.gif,subject06_noglasses.gif,0.23516774133833346
subject01_happy.gif,subject06_normal.gif,0.23516774133833346
subject01_happy.gif,subject06_rightlight.gif,0.24585256163415165
subject01_happy.gif,subject06_sad.gif,0.24735968171776357
subject01_happy.gif,subject06_sleepy.gif,0.24348111100582015
subject01_happy.gif,subject06_surprised.gif,0.2506288244759346
subject01_happy.gif,subject06_wink.gif,0.23425716560708382
subject01_happy.gif,subject07_centerlight.gif,0.25684182021882657
subject01_happy.gif,subject07_glasses.gif,0.2434513062441613
subject01_happy.gif,subject07_happy.gif,0.23554161492031697
subject01_happy.gif,subject07_leftlight.gif,0.25412720114442433
subject01_happy.gif,subject07_noglasses.gif,0.23446449474921835
subject01_happy.gif,subject07_normal.gif,0.23446449474921835
subject01_happy.gif,subject07_rightlight.gif,0.25330196154975704
subject01_happy.gif,subject07_sad.gif,0.23132010428531835
subject01_happy.gif,subject07_sleepy.gif,0.2465345552987522
subject01_happy.gif,subject07_surprised.gif,0.24602534471159698
subject01_happy.gif,subject07_wink.gif,0.24216958432158517
subject01_happy.gif,subject08_centerlight.gif,0.24302849893350284
subject01_happy.gif,subject08_glasses.gif,0.2380926655626421
subject01_happy.gif,subject08_happy.gif,0.23800168776803757
subject01_happy.gif,subject08_leftlight.gif,0.23942260944617685
subject01_happy.gif,subject08_noglasses.gif,0.23612334829532935
subject01_happy.gif,subject08_normal.gif,0.2380926655626421
subject01_happy.gif,subject08_rightlight.gif,0.23105289912911922
subject01_happy.gif,subject08_sad.gif,0.23917130599175868
subject01_happy.gif,subject08_sleepy.gif,0.22708391297959493
subject01_happy.gif,subject08_surprised.gif,0.2212516648296357
subject01_happy.gif,subject08_wink.gif,0.23623286850327155
subject01_happy.gif,subject09_centerlight.gif,0.2671115922614752
subject01_happy.gif,subject09_glasses.gif,0.2411811307234211
subject01_happy.gif,subject09_happy.gif,0.24564893228220863
subject01_happy.gif,subject09_leftlight.gif,0.2501537222107013
subject01_happy.gif,subject09_noglasses.gif,0.23069340797486151
subject01_happy.gif,subject09_normal.gif,0.23069340797486151
subject01_happy.gif,subject09_rightlight.gif,0.23540845225742713
subject01_happy.gif,subject09_sad.gif,0.23858322107685356
subject01_happy.gif,subject09_sleepy.gif,0.22488780789061866
subject01_happy.gif,subject09_surprised.gif,0.24152104731577523
subject01_happy.gif,subject09_wink.gif,0.23919323199905945
subject01_happy.gif,subject10_centerlight.gif,0.2499762008085423
subject01_happy.gif,subject10_glasses.gif,0.25138253879375005
subject01_happy.gif,subject10_happy.gif,0.2347040325587703
subject01_happy.gif,subject10_leftlight.gif,0.23518872019252668
subject01_happy.gif,subject10_noglasses.gif,0.2459366700390166
subject01_happy.gif,subject10_normal.gif,0.25442069917542365
subject01_happy.gif,subject10_rightlight.gif,0.2316925659786766
subject01_happy.gif,subject10_sad.gif,0.25241989449713725
subject01_happy.gif,subject10_sleepy.gif,0.26904529652155806
subject01_happy.gif,subject10_surprised.gif,0.23547111423421135
subject01_happy.gif,subject10_wink.gif,0.26368253577892947
subject01_happy.gif,subject11_centerlight.gif,0.24744480627088822
subject01_happy.gif,subject11_glasses.gif,0.24560245985812423
subject01_happy.gif,subject11_happy.gif,0.24919298158879352
subject01_happy.gif,subject11_leftlight.gif,0.23587018033909624
subject01_happy.gif,subject11_noglasses.gif,0.24047618543684432
subject01_happy.gif,subject11_normal.gif,0.24957043378051966
subject01_happy.gif,subject11_rightlight.gif,0.24074774839401644
subject01_happy.gif,subject11_sad.gif,0.2505706165781124
subject01_happy.gif,subject11_sleepy.gif,0.23985978488972384
subject01_happy.gif,subject11_surprised.gif,0.23987388721241346
subject01_happy.gif,subject11_wink.gif,0.23887634269278038
subject01_happy.gif,subject12_centerlight.gif,0.26082539640372815
subject01_happy.gif,subject12_glasses.gif,0.2496943869264356
