187.29;179.23;184.21;195.97;187.53;183.44;200.79;185.16;187.98;185.67;186.55;188.97;183.75;195.38;176.03;189.96;188.32;186.68;195.74;190.23;186.86;189.86;188.26;197.25;180.9;186.15;170.98;176.82;188.01;196.14;183.71;171.84;178.75;194.48;191.47;170.48;189.91;197.67;181.43;185.37;180.78;171.39;185.39;181.24;185.12;183.62;178.37;178.7;199.82;164.47
202.19;200.29;204.38;206.17;195.52;190.59;213.61;196.76;213.81;203.57;210.87;196.51;200.88;210.17;196.86;207.27;198.96;199.34;211.86;207.09;202.37;209.75;194.33;206.4;195.46;206.8;192.59;192.11;202.51;200.19;205.18;191.49;196.3;201.74;207.79;189.9;208.64;212.76;200.15;203.31;200.46;186.64;199.94;198.28;209.78;199.61;191.76;199.74;213.01;191.55
201.54;199.98;202.46;202.55;194.18;190.9;211.72;193.0;210.72;200.5;208.96;192.44;198.22;210.95;196.88;202.59;193.19;201.02;214.34;201.42;200.06;207.09;198.63;203.48;194.88;201.33;191.13;190.64;203.64;200.04;197.63;190.28;196.77;198.55;203.64;183.83;205.59;209.93;195.92;197.87;197.43;185.08;196.65;198.62;204.55;195.32;189.11;197.97;207.74;191.55
153.47;141.05;137.7;141.8;153.21;130.39;161.17;153.16;147.11;146.67;138.92;159.45;150.55;148.45;123.05;145.14;140.44;148.23;158.62;139.68;145.35;146.13;155.98;149.85;152.5;144.67;138.19;119.67;138.35;142.35;142.12;134.48;149.24;151.6;135.51;120.82;126.49;152.13;126.6;146.66;137.71;123.45;138.98;136.41;145.02;137.29;129.97;129.17;156.04;136.27
208.49;198.68;202.8;222.23;206.95;210.66;213.63;199.93;197.71;201.36;207.34;205.19;202.51;216.23;196.57;200.17;212.52;203.69;211.07;210.67;199.87;212.31;209.69;207.34;197.14;203.27;192.55;197.03;208.67;204.82;210.12;194.43;196.82;211.74;210.53;193.85;207.39;220.36;201.0;204.68;200.83;192.93;204.15;206.55;205.46;207.07;202.4;199.05;220.49;197.36
203.66;206.58;208.32;204.15;198.67;195.66;213.37;196.8;212.04;197.78;207.39;197.59;200.12;211.44;191.19;206.2;204.66;203.11;212.98;209.17;203.22;204.06;192.87;211.37;194.48;206.05;187.29;194.08;201.8;206.35;202.88;191.23;192.29;206.48;208.96;189.18;209.39;216.22;199.2;201.66;200.92;187.51;205.78;200.52;209.94;200.63;189.9;204.67;213.85;191.47
101.54;113.9;110.34;105.9;90.09;105.02;101.81;95.87;108.09;99.42;115.95;97.25;91.19;111.29;113.45;105.63;102.3;103.66;102.15;116.09;110.02;109.61;91.88;106.09;95.64;104.11;94.56;117.31;108.86;107.92;99.98;96.89;92.56;102.91;109.45;108.34;122.8;109.44;114.99;100.18;104.07;102.38;113.22;100.04;101.42;105.21;107.58;113.12;96.52;95.11
206.3;202.12;209.79;209.99;197.62;194.97;212.8;198.4;210.44;200.85;206.7;195.3;197.94;211.0;197.29;206.1;199.15;199.51;216.02;209.54;204.84;207.31;195.35;207.32;197.0;206.91;191.37;193.65;204.51;206.18;202.17;194.52;195.79;204.96;206.18;189.52;208.47;211.1;200.11;200.27;205.19;185.57;197.34;201.04;210.71;199.09;192.36;204.13;208.04;191.75
202.17;201.8;209.21;206.38;198.61;193.45;212.02;195.13;209.26;200.29;209.28;198.53;201.92;209.46;195.88;203.56;198.25;202.42;214.97;203.75;203.2;205.79;198.1;206.94;195.37;203.42;191.08;192.75;204.85;202.54;202.81;190.55;194.86;203.28;207.81;187.91;205.33;214.59;201.4;201.51;202.65;183.38;199.91;197.0;209.63;196.0;190.66;202.19;210.27;190.15
200.74;196.47;199.23;209.66;198.67;195.35;217.84;198.83;206.45;195.3;206.69;200.61;197.9;207.91;190.91;202.46;209.58;201.83;215.26;208.89;198.47;202.16;197.37;210.17;196.24;201.44;188.52;194.92;200.32;203.42;198.97;190.31;195.36;208.64;208.75;190.27;206.8;219.5;197.88;200.19;197.99;184.85;199.29;198.24;210.45;201.13;187.78;204.13;214.33;192.57
201.63;196.84;202.86;207.93;200.23;195.01;212.97;195.52;203.82;197.89;208.35;198.03;198.63;207.91;197.19;202.8;200.15;201.01;215.78;200.56;202.16;203.46;203.32;206.69;197.01;199.81;191.66;193.49;201.56;201.34;203.61;187.9;198.59;203.29;205.59;187.14;201.65;214.94;199.55;196.4;192.77;181.93;199.77;196.44;207.9;197.02;192.59;196.63;208.5;191.68
195.86;190.94;197.79;215.49;200.84;202.37;206.19;197.06;193.67;196.86;201.66;204.11;191.49;201.56;189.65;200.4;196.47;202.5;210.57;211.29;193.16;203.21;199.81;199.85;186.14;194.26;180.03;186.53;198.85;199.09;205.1;189.2;184.69;205.66;205.99;183.59;199.98;221.24;197.34;200.47;194.49;190.13;204.26;194.07;202.59;200.29;187.91;189.85;210.99;188.41
185.3;166.43;183.65;195.14;180.15;173.63;201.35;177.17;180.84;178.36;192.32;179.2;176.43;191.04;166.39;182.94;183.54;184.4;189.7;188.06;177.37;183.84;174.02;191.86;176.7;183.77;166.33;169.06;182.76;182.02;180.91;177.46;179.77;184.15;181.41;158.21;183.67;200.59;174.27;179.37;176.89;162.19;178.14;183.96;193.31;181.53;168.46;176.25;186.02;169.28
185.07;164.29;181.01;199.08;186.72;181.0;189.46;182.44;173.16;178.66;185.19;183.62;178.86;188.08;163.43;186.56;174.27;184.98;201.39;188.21;174.21;182.93;179.75;185.86;171.43;175.23;163.3;163.64;184.4;178.11;186.93;177.11;172.56;188.28;187.16;161.65;174.69;204.53;167.31;180.65;174.1;161.37;176.69;176.7;187.13;183.23;167.01;170.43;189.03;178.48
177.25;150.36;158.25;174.17;175.07;156.59;176.32;166.57;154.71;160.37;161.93;178.93;168.88;175.68;147.16;164.44;157.65;169.56;176.28;167.44;159.49;168.04;170.1;168.52;169.2;159.18;152.23;143.08;154.36;158.39;162.88;160.43;163.46;172.99;163.5;145.12;148.59;172.13;149.07;167.76;152.7;148.62;166.22;158.6;166.33;165.8;150.38;145.94;171.47;162.22
184.76;164.63;181.24;195.61;179.72;180.02;191.68;178.83;173.86;181.64;188.03;186.08;178.43;189.65;161.91;184.97;178.52;183.08;195.48;190.43;171.41;184.71;176.84;190.08;171.2;174.63;165.62;164.46;182.33;178.85;190.11;177.12;175.73;187.27;187.02;158.61;178.65;201.52;169.02;182.23;172.25;160.46;181.8;175.97;190.21;180.71;170.76;167.13;190.93;179.92
184.76;164.63;181.24;195.61;179.72;180.02;191.68;178.83;173.86;181.64;188.03;186.08;178.43;189.65;161.91;184.97;178.52;183.08;195.48;190.43;171.41;184.71;176.84;190.08;171.2;174.63;165.62;164.46;182.33;178.85;190.11;177.12;175.73;187.27;187.02;158.61;178.65;201.52;169.02;182.23;172.25;160.46;181.8;175.97;190.21;180.71;170.76;167.13;190.93;179.92
153.67;147.68;152.46;163.19;147.19;157.76;163.87;145.73;149.37;150.13;162.56;152.67;143.0;162.78;152.5;156.38;152.14;152.64;159.06;170.58;150.85;158.68;147.1;154.77;143.09;147.6;136.48;148.06;155.48;149.09;154.77;146.32;139.64;158.14;165.48;149.06;162.86;170.23;153.72;151.34;147.83;141.35;155.83;154.23;156.66;153.17;150.96;153.05;162.61;147.67
189.77;167.72;184.67;196.74;182.41;180.52;195.6;179.65;175.61;181.32;189.39;184.06;180.89;190.44;162.78;186.76;177.55;184.32;196.62;188.63;173.14;186.97;177.85;187.75;172.44;179.28;162.79;169.12;186.7;178.35;189.08;180.27;175.36;186.51;187.82;158.76;181.3;201.92;169.95;183.49;174.37;161.42;180.75;180.14;190.56;184.77;168.06;169.96;191.23;181.11
184.48;164.36;181.4;196.18;180.0;180.2;191.98;177.96;173.48;181.56;188.26;186.23;177.78;189.25;160.85;185.66;178.7;183.65;194.39;191.69;170.91;185.19;176.2;190.75;171.5;176.01;165.85;165.81;182.07;179.12;190.01;177.68;176.26;187.28;185.64;159.17;178.83;200.81;168.43;182.04;171.82;160.16;182.58;176.01;189.8;181.52;171.84;167.08;191.88;179.74
185.62;166.21;178.45;193.35;180.23;176.31;189.64;180.17;177.78;178.61;183.58;175.84;173.2;183.98;155.65;183.95;174.53;179.57;191.4;180.87;167.35;180.43;174.96;186.52;163.5;180.36;158.32;153.18;179.93;180.2;179.56;167.98;168.96;179.54;178.48;154.66;170.9;201.98;167.99;175.65;165.87;159.0;174.02;169.74;192.21;179.44;159.47;169.95;191.99;171.7
186.51;164.65;183.73;195.48;180.76;176.61;200.58;177.47;175.75;176.81;189.5;180.98;179.49;189.72;162.32;180.66;182.54;182.91;191.74;188.23;171.48;182.47;175.22;189.84;175.15;175.89;165.2;169.34;181.25;181.28;186.36;176.49;177.63;184.27;179.58;161.05;182.18;202.69;172.26;180.12;174.17;157.31;179.47;178.68;193.82;180.72;168.82;171.01;189.88;171.98
184.49;175.13;184.15;192.12;178.65;173.93;204.84;177.84;190.38;180.3;192.79;173.3;179.64;203.84;171.42;179.28;190.38;185.18;191.38;173.39;178.21;194.37;178.25;195.67;176.77;193.05;172.33;165.89;184.84;188.46;173.61;171.74;174.59;190.66;180.8;169.82;193.66;196.37;182.92;179.82;182.92;167.26;183.52;179.44;190.32;172.89;175.65;186.21;195.07;168.81
188.21;183.91;189.55;195.84;182.64;179.03;203.5;184.56;194.27;191.3;198.29;179.76;185.35;204.0;177.21;182.46;196.62;190.62;196.89;179.6;182.12;199.18;183.9;197.04;182.18;192.18;183.89;174.86;188.19;192.46;181.49;174.4;186.96;195.3;182.03;175.68;199.05;198.06;180.28;180.96;186.34;170.56;184.22;184.69;198.19;177.99;178.98;186.96;200.0;182.04
